word,color,practice,congruent,incongruent,CN,GC,corrAns,CNpractice.thisRepN,CNpractice.thisTrialN,CNpractice.thisN,CNpractice.thisIndex,CNtrials.thisRepN,CNtrials.thisTrialN,CNtrials.thisN,CNtrials.thisIndex,GCpractice.thisRepN,GCpractice.thisTrialN,GCpractice.thisN,GCpractice.thisIndex,GCtrials.thisRepN,GCtrials.thisTrialN,GCtrials.thisN,GCtrials.thisIndex,thisRow.t,notes,CN_instructions1.started,key_resp_2.started,text.started,CN_instructions1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,CNpracticetrials.started,practicetask1.started,practicetaskkeys.started,CNpracticetrials.stopped,practicetaskkeys.keys,practicetaskkeys.rt,practicetaskkeys.duration,CN_instructions2.started,key_resp.started,instrText.started,CN_instructions2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,colornaming.started,target.started,response.started,colornaming.stopped,response.keys,response.corr,response.rt,response.duration,CNend.started,key_resp_3.started,text_2.started,CNend.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,GC_instructions1.started,key_resp_4.started,text_3.started,GC_instructions1.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,GCpracticetrials.started,text_6.started,key_resp_8.started,GCpracticetrials.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,GC_instructions2.started,key_resp_6.started,text_5.started,GC_instructions2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,gendercategorization.started,trial_task_2_text.started,key_resp_5.started,gendercategorization.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.duration,final_message.started,text_4.started,key_resp_7.started,text_4.stopped,final_message.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.008755593000387307,0.017672079004114494,0.5179622360010399,1.4143334250038606,space,1.3666968570032623,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9991,001,2024-05-10_15h51.21.437,stroop experiment,2024.1.4,None,2024-05-10 15h51.35.837235 -0400,
boy,blue,1,1,0,1,0,b,0,0,0,1,,,,,,,,,,,,,1.4460594600022887,,,,,,,,,1.4275038720006705,1.9141058310051449,1.9141058310051449,3.0345308860050864,b,1.115196275000926,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9991,001,2024-05-10_15h51.21.437,stroop experiment,2024.1.4,None,2024-05-10 15h51.35.837235 -0400,
mother,pink,1,1,0,1,0,p,0,1,1,4,,,,,,,,,,,,,3.0493836300011026,,,,,,,,,3.035586461002822,3.54746764000447,3.54746764000447,3.5486913679997087,p,1.5380335919981007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9991,001,2024-05-10_15h51.21.437,stroop experiment,2024.1.4,None,2024-05-10 15h51.35.837235 -0400,
husband,pink,1,0,1,1,0,b,0,2,2,2,,,,,,,,,,,,,3.5638727030018345,,,,,,,,,3.54923539399897,4.089956424002594,4.089956424002594,4.092478382000991,b,0.5184986599997501,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9991,001,2024-05-10_15h51.21.437,stroop experiment,2024.1.4,None,2024-05-10 15h51.35.837235 -0400,
niece,blue,1,0,1,1,0,b,0,3,3,3,,,,,,,,,,,,,4.1074575330058,,,,,,,,,4.093420223005523,4.597210665000603,4.597210665000603,4.598186490999069,b,0.37781658899621107,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9991,001,2024-05-10_15h51.21.437,stroop experiment,2024.1.4,None,2024-05-10 15h51.35.837235 -0400,
female,pink,1,1,0,1,0,p,0,4,4,0,,,,,,,,,,,,,4.614229689002968,,,,,,,,,4.598674006003421,5.097756626004411,5.097756626004411,5.100035388000833,p,0.4187032280024141,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9991,001,2024-05-10_15h51.21.437,stroop experiment,2024.1.4,None,2024-05-10 15h51.35.837235 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.100678044000233,5.114774926005339,5.614956732999417,6.71533563000412,space,1.590554174996214,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9991,001,2024-05-10_15h51.21.437,stroop experiment,2024.1.4,None,2024-05-10 15h51.35.837235 -0400,
guy,blue,0,1,0,1,0,b,,,,,0,0,0,17,,,,,,,,,6.740724350005621,,,,,,,,,,,,,,,,,,,,,,,6.731249517004471,7.230351910002355,7.230351910002355,7.231464788004814,b,1,0.7839296289967024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9991,001,2024-05-10_15h51.21.437,stroop experiment,2024.1.4,None,2024-05-10 15h51.35.837235 -0400,
male,pink,0,0,1,1,0,p,,,,,0,1,1,8,,,,,,,,,7.247505796003679,,,,,,,,,,,,,,,,,,,,,,,7.232507170003373,7.730452627001796,7.730452627001796,7.750752776002628,p,1,0.014586383003916126,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9991,001,2024-05-10_15h51.21.437,stroop experiment,2024.1.4,None,2024-05-10 15h51.35.837235 -0400,
lady,pink,0,1,0,1,0,p,,,,,0,2,2,16,,,,,,,,,7.764203393999196,,,,,,,,,,,,,,,,,,,,,,,7.751563820005686,8.26467691900325,8.26467691900325,8.267881249004859,p,1,0.48215632799838204,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9991,001,2024-05-10_15h51.21.437,stroop experiment,2024.1.4,None,2024-05-10 15h51.35.837235 -0400,
