word,color,practice,congruent,incongruent,CN,GC,corrAns,CNpractice.thisRepN,CNpractice.thisTrialN,CNpractice.thisN,CNpractice.thisIndex,CNtrials.thisRepN,CNtrials.thisTrialN,CNtrials.thisN,CNtrials.thisIndex,GCpractice.thisRepN,GCpractice.thisTrialN,GCpractice.thisN,GCpractice.thisIndex,GCtrials.thisRepN,GCtrials.thisTrialN,GCtrials.thisN,GCtrials.thisIndex,thisRow.t,notes,CN_instructions1.started,key_resp_2.started,text.started,CN_instructions1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,CNpracticetrials.started,practicetask1.started,practicetaskkeys.started,CNpracticetrials.stopped,practicetaskkeys.keys,practicetaskkeys.rt,practicetaskkeys.duration,CN_instructions2.started,key_resp.started,instrText.started,CN_instructions2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,colornaming.started,target.started,response.started,colornaming.stopped,response.keys,response.corr,response.rt,response.duration,CNend.started,key_resp_3.started,text_2.started,CNend.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,GC_instructions1.started,key_resp_4.started,text_3.started,GC_instructions1.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,GCpracticetrials.started,text_6.started,key_resp_8.started,GCpracticetrials.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,GC_instructions2.started,key_resp_6.started,text_5.started,GC_instructions2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,gendercategorization.started,trial_task_2_text.started,key_resp_5.started,gendercategorization.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.duration,final_message.started,text_4.started,key_resp_7.started,final_message.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
guy,blue,0,1,0,1,0,b,,,,,0,3,3,17,,,,,,,,,51.2653244549947,,,,,,,,,,,,,,,,,,,,,,,51.252158238996344,51.765670423999836,51.765670423999836,52.25216463799734,b,1,0.4720480129981297,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
male,pink,0,0,1,1,0,p,,,,,0,4,4,8,,,,,,,,,52.268534873001045,,,,,,,,,,,,,,,,,,,,,,,52.252876758997445,52.76526847799687,52.76526847799687,53.31692078199558,p,1,0.5352631760033546,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
daughter,pink,0,1,0,1,0,p,,,,,0,5,5,10,,,,,,,,,53.333011003996944,,,,,,,,,,,,,,,,,,,,,,,53.317600479997054,53.8325263969964,53.8325263969964,54.30101238099451,p,1,0.4586826739978278,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
wife,blue,0,0,1,1,0,b,,,,,0,6,6,7,,,,,,,,,54.31588299699797,,,,,,,,,,,,,,,,,,,,,,,54.3015485529977,54.814710102997196,54.814710102997196,55.33446502099832,b,1,0.5146345419998397,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
lady,pink,0,1,0,1,0,p,,,,,0,7,7,16,,,,,,,,,55.3488882429956,,,,,,,,,,,,,,,,,,,,,,,55.33525999500125,55.84530750799604,55.84530750799604,56.30046137899626,p,1,0.4531174879957689,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
dad,pink,0,0,1,1,0,p,,,,,0,8,8,14,,,,,,,,,56.31480500700127,,,,,,,,,,,,,,,,,,,,,,,56.30089592199511,56.81489901799796,56.81489901799796,57.268543370999396,p,1,0.4482450869982131,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
grandpa,pink,0,0,1,1,0,b,,,,,0,9,9,5,,,,,,,,,57.283133616998384,,,,,,,,,,,,,,,,,,,,,,,57.26904265600024,57.781849535997026,57.781849535997026,58.33828634899692,p,0,0.5524550089976401,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
son,blue,0,1,0,1,0,b,,,,,0,10,10,6,,,,,,,,,58.35107231800066,,,,,,,,,,,,,,,,,,,,,,,58.33898113699979,58.84893965599622,58.84893965599622,59.219649357997696,b,1,0.3665929459966719,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
sister,pink,0,1,0,1,0,p,,,,,0,11,11,13,,,,,,,,,59.234172188997036,,,,,,,,,,,,,,,,,,,,,,,59.22054185399611,59.73283659500157,59.73283659500157,60.28418658999726,p,1,0.5449776390014449,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
girl,pink,0,1,0,1,0,p,,,,,0,12,12,3,,,,,,,,,60.298346875999414,,,,,,,,,,,,,,,,,,,,,,,60.28471709299629,60.79847318199609,60.79847318199609,61.599696072997176,p,1,0.7935395860040444,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
handsome,blue,0,1,0,1,0,b,,,,,0,13,13,12,,,,,,,,,61.61519994599803,,,,,,,,,,,,,,,,,,,,,,,61.60009081899625,62.11538021899469,62.11538021899469,62.68447851699602,b,1,0.5561871210011304,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
aunt,blue,0,0,1,1,0,b,,,,,0,14,14,2,,,,,,,,,62.69823524599633,,,,,,,,,,,,,,,,,,,,,,,62.685167840994836,63.19798516800074,63.19798516800074,63.71853711199947,b,1,0.5049217949999729,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
father,blue,0,1,0,1,0,b,,,,,0,15,15,9,,,,,,,,,63.7329878849996,,,,,,,,,,,,,,,,,,,,,,,63.71918755599472,64.23070653800096,64.23070653800096,64.61664447799558,b,1,0.37128560499695595,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
grandma,blue,0,0,1,1,0,b,,,,,0,16,16,15,,,,,,,,,64.6308172909994,,,,,,,,,,,,,,,,,,,,,,,64.6170888380002,65.13273319399741,65.13273319399741,65.48343370400107,b,1,0.33660428000439424,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
damsel,blue,0,0,1,1,0,b,,,,,0,17,17,11,,,,,,,,,65.4978753769974,,,,,,,,,,,,,,,,,,,,,,,65.48427965199517,65.99818455200148,65.99818455200148,66.38430775499728,b,1,0.37046010499761906,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
maid,blue,0,0,1,1,0,b,,,,,0,18,18,18,,,,,,,,,66.39792121799837,,,,,,,,,,,,,,,,,,,,,,,66.38498066100146,66.89799000600033,66.89799000600033,67.23406486299791,b,1,0.333820289997675,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
nephew,pink,0,0,1,1,0,p,,,,,0,19,19,19,,,,,,,,,67.24882739099849,,,,,,,,,,,,,,,,,,,,,,,67.23461329899874,67.74804252899776,67.74804252899776,68.16927458099963,p,1,0.4145589489999111,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.17002819199843,68.18201491799846,68.6811876790016,72.40587885100103,space,4.217597757000476,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.40590778800106,72.41546416699566,72.91493904199888,104.28176034199714,space,31.850352194996958,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
dad,pink,1,0,1,0,1,m,,,,,,,,,0,0,0,1,,,,,104.30228803899809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.29173644600087,104.78127433399641,104.78127433399641,106.88316703899909,m,2.086972348995914,None,,,,,,,,,,,,,,,,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
man,blue,1,1,0,0,1,m,,,,,,,,,0,1,1,4,,,,,106.89813405199675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.88417934600147,107.3980354890009,107.3980354890009,109.7829241770014,m,2.3693101379976724,None,,,,,,,,,,,,,,,,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
mother,pink,1,1,0,0,1,f,,,,,,,,,0,2,2,3,,,,,109.79842972500046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.78362979299709,110.29828397099482,110.29828397099482,111.96600576199853,f,1.6588832909983466,None,,,,,,,,,,,,,,,,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
female,blue,1,0,1,0,1,f,,,,,,,,,0,3,3,2,,,,,111.98177877900162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.96663056699617,112.49111803899723,112.49111803899723,113.19924930799607,f,0.6982814450020669,None,,,,,,,,,,,,,,,,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
aunt,blue,1,0,1,0,1,f,,,,,,,,,0,4,4,0,,,,,113.21451525899465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.19992354900023,113.7140478959991,113.7140478959991,114.94562138299807,f,1.171485806000419,None,,,,,,,,,,,,,,,,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.94614678400103,114.95698429799813,115.44809828899452,116.477604943997,space,1.4604248800023925,None,,,,,,,,,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
girls,pink,0,1,0,0,1,f,,,,,,,,,,,,,0,0,0,12,116.55734381399816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.50077187999705,116.980751942996,116.980751942996,118.41551311099465,f,1,1.4294157039985294,None,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
daughter,blue,0,0,1,0,1,f,,,,,,,,,,,,,0,1,1,14,118.43076767100138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.41610281199974,118.93049382200115,118.93049382200115,121.8492231459968,f,1,2.906300400994951,None,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
nephew,pink,0,0,1,0,1,m,,,,,,,,,,,,,0,2,2,7,121.8639822269979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.84982182800013,122.36464754500048,122.36464754500048,125.40087151699845,m,1,3.029656704995432,None,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
uncle,blue,0,1,0,0,1,m,,,,,,,,,,,,,0,3,3,1,125.41691932899994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.40168571099639,125.91390936399694,125.91390936399694,127.9827279539968,m,1,2.0527225170008023,None,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
man,pink,0,0,1,0,1,m,,,,,,,,,,,,,0,4,4,11,127.99757411099563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.98355553700094,128.49824712099507,128.49824712099507,129.18303820499568,m,1,0.6726247440019506,None,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
handsome,blue,0,1,0,0,1,m,,,,,,,,,,,,,0,5,5,16,129.19756724000035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.18372753299627,129.6972304660012,129.6972304660012,130.29897569199966,m,1,0.5917420990008395,None,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
gentleman,pink,0,0,1,0,1,m,,,,,,,,,,,,,0,6,6,18,130.3143908599959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.29967159499938,130.8137987759983,130.8137987759983,131.43243026999698,m,1,0.6062726039963309,None,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
wife,blue,0,0,1,0,1,f,,,,,,,,,,,,,0,7,7,10,131.44726572099898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.43312142899958,131.930503607,131.930503607,132.78372157400008,f,1,0.8477578489982989,None,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
aunt,pink,0,1,0,0,1,f,,,,,,,,,,,,,0,8,8,0,132.7984798030011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.7844247289977,133.296729898997,133.296729898997,134.0835412439992,m,0,0.7761418099980801,None,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
dad,pink,0,0,1,0,1,m,,,,,,,,,,,,,0,9,9,2,134.0973218559957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.08440146900102,134.5985401059952,134.5985401059952,135.61630294999486,m,1,1.0068478940011119,None,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
mother,blue,0,0,1,0,1,f,,,,,,,,,,,,,0,10,10,5,135.63048030899517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.61686826599907,136.1316852079981,136.1316852079981,136.88352298599784,m,0,0.7463444530003471,None,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
damsel,pink,0,1,0,0,1,f,,,,,,,,,,,,,0,11,11,4,136.89781799499906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.88437566799985,137.39824694699928,137.39824694699928,138.90007479299675,f,1,1.4972961120001855,None,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
father,blue,0,1,0,0,1,m,,,,,,,,,,,,,0,12,12,13,138.91429012599838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.9007752949983,139.4148442959995,139.4148442959995,140.35063894599443,m,1,0.9302083810034674,None,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
guy,blue,0,1,0,0,1,m,,,,,,,,,,,,,0,13,13,3,140.36501216099714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.35144997799944,140.86437898299482,140.86437898299482,141.85171798199735,m,1,0.9838933690043632,None,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
sister,pink,0,1,0,0,1,f,,,,,,,,,,,,,0,14,14,8,141.86667881399626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.85251992399571,142.3636893169969,142.3636893169969,142.99973262399726,f,1,0.6270459079969442,None,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
boys,pink,0,0,1,0,1,m,,,,,,,,,,,,,0,15,15,15,143.01469593100046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.00060814699827,143.5147074810011,143.5147074810011,144.96654436199606,m,1,1.4490745279981638,None,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
lady,blue,0,0,1,0,1,f,,,,,,,,,,,,,0,16,16,19,144.9810691649982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.9673688529947,145.48082681099913,145.48082681099913,146.81554956200125,f,1,1.330106221997994,None,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
female,blue,0,0,1,0,1,f,,,,,,,,,,,,,0,17,17,6,146.83000420399912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.81603054299921,147.3299819189997,147.3299819189997,148.1008768199972,f,1,0.7621316849981667,None,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
madam,pink,0,1,0,0,1,f,,,,,,,,,,,,,0,18,18,17,148.11658241999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.1016922609997,148.61374700199667,148.61374700199667,149.20017050200113,f,1,0.581665454999893,None,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
man,blue,0,1,0,0,1,m,,,,,,,,,,,,,0,19,19,9,149.21445459099778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.20097752899892,149.7147579329976,149.7147579329976,150.90160052699503,m,1,1.1838277599963476,None,,,,,,,,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.90236059900053,150.91472938499646,150.91472938499646,151.86878784599685,space,0.9474136110002291,None,873196,001,2024-05-11_11h36.34.873,stroop experiment,2024.1.4,None,2024-05-11 11h36.43.393738 -0400,
