word,color,practice,congruent,incongruent,CN,GC,corrAns,CNpractice.thisRepN,CNpractice.thisTrialN,CNpractice.thisN,CNpractice.thisIndex,CNtrials.thisRepN,CNtrials.thisTrialN,CNtrials.thisN,CNtrials.thisIndex,GCpractice.thisRepN,GCpractice.thisTrialN,GCpractice.thisN,GCpractice.thisIndex,GCtrials.thisRepN,GCtrials.thisTrialN,GCtrials.thisN,GCtrials.thisIndex,thisRow.t,notes,CN_instructions1.started,key_resp_2.started,text.started,CN_instructions1.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,CNpracticetrials.started,practicetask1.started,practicetaskkeys.started,CNpracticetrials.stopped,practicetaskkeys.keys,practicetaskkeys.rt,practicetaskkeys.duration,CN_instructions2.started,key_resp.started,instrText.started,CN_instructions2.stopped,key_resp.keys,key_resp.rt,key_resp.duration,colornaming.started,target.started,response.started,colornaming.stopped,response.keys,response.corr,response.rt,response.duration,CNend.started,key_resp_3.started,text_2.started,CNend.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,GC_instructions1.started,key_resp_4.started,text_3.started,GC_instructions1.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,GCpracticetrials.started,text_6.started,key_resp_8.started,GCpracticetrials.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,GC_instructions2.started,key_resp_6.started,text_5.started,GC_instructions2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,gendercategorization.started,trial_task_2_text.started,key_resp_5.started,gendercategorization.stopped,key_resp_5.keys,key_resp_5.corr,key_resp_5.rt,key_resp_5.duration,final_message.started,text_4.started,key_resp_7.started,text_4.stopped,final_message.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,0.008797502996458206,0.01948825099680107,0.5046663399989484,18.46628383499774,space,18.404108886999893,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966477,001,2024-05-11_11h31.34.347,stroop experiment,2024.1.4,None,2024-05-11 11h31.43.839903 -0400,
husband,pink,1,0,1,1,0,b,0,0,0,2,,,,,,,,,,,,,18.488635657995474,,,,,,,,,18.47866465900006,18.97112914599711,18.97112914599711,20.407383906996984,p,1.4306641559960553,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966477,001,2024-05-11_11h31.34.347,stroop experiment,2024.1.4,None,2024-05-11 11h31.43.839903 -0400,
female,pink,1,1,0,1,0,p,0,1,1,0,,,,,,,,,,,,,20.42299362199992,,,,,,,,,20.408414481993532,20.920966027995746,20.920966027995746,21.87219487699622,p,0.9428561869935947,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966477,001,2024-05-11_11h31.34.347,stroop experiment,2024.1.4,None,2024-05-11 11h31.43.839903 -0400,
mother,pink,1,1,0,1,0,p,0,2,2,4,,,,,,,,,,,,,21.889127142996585,,,,,,,,,21.8725755619962,22.371398965995468,22.371398965995468,23.47492966899881,p,1.1007866590007325,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966477,001,2024-05-11_11h31.34.347,stroop experiment,2024.1.4,None,2024-05-11 11h31.43.839903 -0400,
niece,blue,1,0,1,1,0,b,0,3,3,3,,,,,,,,,,,,,23.490121802999056,,,,,,,,,23.475676903995918,23.98721516099613,23.98721516099613,25.17284238699358,b,1.1725750169935054,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966477,001,2024-05-11_11h31.34.347,stroop experiment,2024.1.4,None,2024-05-11 11h31.43.839903 -0400,
boy,blue,1,1,0,1,0,b,0,4,4,1,,,,,,,,,,,,,25.187142674993083,,,,,,,,,25.173438942998473,25.687671774998307,25.687671774998307,26.524364029995922,b,0.8337011999974493,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966477,001,2024-05-11_11h31.34.347,stroop experiment,2024.1.4,None,2024-05-11 11h31.43.839903 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.524919089999457,26.537712949997513,27.03779681999731,33.98967564699706,space,7.449505652002699,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966477,001,2024-05-11_11h31.34.347,stroop experiment,2024.1.4,None,2024-05-11 11h31.43.839903 -0400,
dad,pink,0,0,1,1,0,p,,,,,0,0,0,14,,,,,,,,,34.016485341999214,,,,,,,,,,,,,,,,,,,,,,,34.00578462499834,34.50388963599835,34.50388963599835,35.68986623199453,p,1,1.179768749003415,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966477,001,2024-05-11_11h31.34.347,stroop experiment,2024.1.4,None,2024-05-11 11h31.43.839903 -0400,
father,blue,0,1,0,1,0,b,,,,,0,1,1,9,,,,,,,,,35.70630147999327,,,,,,,,,,,,,,,,,,,,,,,35.69099386099697,36.203851786995074,36.203851786995074,37.43867537099868,b,1,1.2176629360037623,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966477,001,2024-05-11_11h31.34.347,stroop experiment,2024.1.4,None,2024-05-11 11h31.43.839903 -0400,
nephew,pink,0,0,1,1,0,p,,,,,0,2,2,19,,,,,,,,,37.453586558993265,,,,,,,,,,,,,,,,,,,,,,,37.439137337998545,37.95466037299775,37.95466037299775,38.85606850699696,p,1,0.8995548870007042,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966477,001,2024-05-11_11h31.34.347,stroop experiment,2024.1.4,None,2024-05-11 11h31.43.839903 -0400,
wife,blue,0,0,1,1,0,b,,,,,0,3,3,7,,,,,,,,,38.869965005993436,,,,,,,,,,,,,,,,,,,,,,,38.85658998500003,39.37091581299319,39.37091581299319,40.37318010799936,b,1,0.9993232470005751,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966477,001,2024-05-11_11h31.34.347,stroop experiment,2024.1.4,None,2024-05-11 11h31.43.839903 -0400,
lady,pink,0,1,0,1,0,p,,,,,0,4,4,16,,,,,,,,,40.38728283999808,,,,,,,,,,,,,,,,,,,,,,,40.373938227996405,40.886900705998414,40.886900705998414,41.723998827998,p,1,0.8348574490009923,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966477,001,2024-05-11_11h31.34.347,stroop experiment,2024.1.4,None,2024-05-11 11h31.43.839903 -0400,
grandma,blue,0,0,1,1,0,b,,,,,0,5,5,15,,,,,,,,,41.73837054299656,,,,,,,,,,,,,,,,,,,,,,,41.724571515995194,42.23712869899464,42.23712869899464,43.07284096599324,b,1,0.8279212549969088,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966477,001,2024-05-11_11h31.34.347,stroop experiment,2024.1.4,None,2024-05-11 11h31.43.839903 -0400,
