participant,word,color,congruent,incongruent,CN,GC,corrAns,CN.rt,GC.rt,Participant ID,Gender,Age,Ethnicity,Dolls,STEM,Barbie,Leader,Assertiveness,Language
176696,guy,blue,1.0,0.0,0.0,1.0,m,,0.6016640469970298,176696.0,Male,22,White,Yes,Yes,Yes,Woman,No,Yes
176696,lady,blue,0.0,1.0,0.0,1.0,f,,1.2572711489992798,176696.0,Male,22,White,Yes,Yes,Yes,Woman,No,Yes
176696,wife,blue,0.0,1.0,0.0,1.0,f,,2.27694249599881,176696.0,Male,22,White,Yes,Yes,Yes,Woman,No,Yes
176696,uncle,blue,1.0,0.0,0.0,1.0,m,,1.0904798389965435,176696.0,Male,22,White,Yes,Yes,Yes,Woman,No,Yes
176696,aunt,pink,1.0,0.0,0.0,1.0,f,,0.640455775996088,176696.0,Male,22,White,Yes,Yes,Yes,Woman,No,Yes
176696,daughter,blue,0.0,1.0,0.0,1.0,f,,0.7951168099971255,176696.0,Male,22,White,Yes,Yes,Yes,Woman,No,Yes
176696,girls,pink,1.0,0.0,0.0,1.0,f,,0.7319729390001157,176696.0,Male,22,White,Yes,Yes,Yes,Woman,No,Yes
176696,gentleman,pink,0.0,1.0,0.0,1.0,m,,0.6651769919990329,176696.0,Male,22,White,Yes,Yes,Yes,Woman,No,Yes
176696,father,blue,1.0,0.0,0.0,1.0,m,,0.6872275129935588,176696.0,Male,22,White,Yes,Yes,Yes,Woman,No,Yes
176696,female,blue,0.0,1.0,0.0,1.0,f,,0.9222559859990724,176696.0,Male,22,White,Yes,Yes,Yes,Woman,No,Yes
176696,man,pink,0.0,1.0,0.0,1.0,m,,0.723301291000098,176696.0,Male,22,White,Yes,Yes,Yes,Woman,No,Yes
176696,man,blue,1.0,0.0,0.0,1.0,m,,0.7727447770012077,176696.0,Male,22,White,Yes,Yes,Yes,Woman,No,Yes
176696,damsel,pink,1.0,0.0,0.0,1.0,f,,0.6705491600005189,176696.0,Male,22,White,Yes,Yes,Yes,Woman,No,Yes
176696,sister,pink,1.0,0.0,0.0,1.0,f,,0.5143481400009478,176696.0,Male,22,White,Yes,Yes,Yes,Woman,No,Yes
176696,mother,blue,0.0,1.0,0.0,1.0,f,,0.5817084160007653,176696.0,Male,22,White,Yes,Yes,Yes,Woman,No,Yes
176696,boys,pink,0.0,1.0,0.0,1.0,m,,0.8513724389995332,176696.0,Male,22,White,Yes,Yes,Yes,Woman,No,Yes
176696,handsome,blue,1.0,0.0,0.0,1.0,m,,2.320275926998874,176696.0,Male,22,White,Yes,Yes,Yes,Woman,No,Yes
176696,nephew,pink,0.0,1.0,0.0,1.0,m,,2.8313809510000283,176696.0,Male,22,White,Yes,Yes,Yes,Woman,No,Yes
176696,dad,pink,0.0,1.0,0.0,1.0,m,,1.7773274619976291,176696.0,Male,22,White,Yes,Yes,Yes,Woman,No,Yes
936615,gentleman,pink,0.0,1.0,1.0,0.0,p,0.4244842379994225,,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,son,blue,1.0,0.0,1.0,0.0,b,0.3869423740034108,,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,dad,pink,0.0,1.0,1.0,0.0,p,0.3481258900064858,,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,guy,blue,1.0,0.0,1.0,0.0,b,0.37909767000383,,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,grandpa,pink,0.0,1.0,1.0,0.0,b,0.4101842340023722,,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,father,blue,1.0,0.0,1.0,0.0,b,0.4024620950003736,,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,handsome,blue,1.0,0.0,1.0,0.0,b,0.0902596050000283,,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,sister,pink,1.0,0.0,1.0,0.0,p,0.3274486620066454,,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,female,pink,1.0,0.0,1.0,0.0,p,0.2540653859978192,,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,daughter,pink,1.0,0.0,1.0,0.0,p,0.3133511159976478,,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,lady,pink,1.0,0.0,1.0,0.0,p,0.7899124440009473,,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,wife,blue,0.0,1.0,1.0,0.0,b,0.3536846979986876,,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,girl,pink,1.0,0.0,1.0,0.0,p,0.1499759289945359,,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,maid,blue,0.0,1.0,1.0,0.0,b,0.2638581409992184,,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,nephew,pink,0.0,1.0,1.0,0.0,p,0.251531102003355,,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,grandma,blue,0.0,1.0,1.0,0.0,b,0.2343254890001844,,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,male,pink,0.0,1.0,1.0,0.0,p,0.5669242479998502,,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,damsel,blue,0.0,1.0,1.0,0.0,b,0.4862984970022808,,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,aunt,blue,0.0,1.0,1.0,0.0,b,0.5590399470020202,,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,uncle,blue,1.0,0.0,1.0,0.0,b,0.9195897949975916,,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,man,blue,1.0,0.0,0.0,1.0,m,,0.5420840959995985,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,wife,blue,0.0,1.0,0.0,1.0,f,,1.1541432369995164,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,madam,pink,1.0,0.0,0.0,1.0,f,,0.5064041770019685,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,sister,pink,1.0,0.0,0.0,1.0,f,,1.3675809589985874,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,man,pink,0.0,1.0,0.0,1.0,m,,0.729075039998861,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,gentleman,pink,0.0,1.0,0.0,1.0,m,,0.5581351240034564,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,mother,blue,0.0,1.0,0.0,1.0,f,,0.3594065450015478,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,dad,pink,0.0,1.0,0.0,1.0,m,,0.4146411969995824,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,guy,blue,1.0,0.0,0.0,1.0,m,,0.5949516059990856,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,lady,blue,0.0,1.0,0.0,1.0,f,,0.4859239920042455,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,aunt,pink,1.0,0.0,0.0,1.0,f,,0.5135761909987195,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,father,blue,1.0,0.0,0.0,1.0,m,,1.0188548420046573,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,handsome,blue,1.0,0.0,0.0,1.0,m,,0.3807963610015576,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,damsel,pink,1.0,0.0,0.0,1.0,f,,0.6116018630054896,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,boys,pink,0.0,1.0,0.0,1.0,m,,1.7145939609981724,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,daughter,blue,0.0,1.0,0.0,1.0,f,,1.600251976000436,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,female,blue,0.0,1.0,0.0,1.0,f,,0.687794114004646,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,uncle,blue,1.0,0.0,0.0,1.0,m,,2.2480592869978864,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,girls,pink,1.0,0.0,0.0,1.0,f,,0.9002681620040676,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
936615,nephew,pink,0.0,1.0,0.0,1.0,m,,1.937694102001842,936615.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,Yes
74071,lady,pink,1.0,0.0,1.0,0.0,p,0.8110794229942258,,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,girl,pink,1.0,0.0,1.0,0.0,p,0.5340199690035661,,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,aunt,blue,0.0,1.0,1.0,0.0,b,0.3505090170001494,,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,grandma,blue,0.0,1.0,1.0,0.0,b,0.5003022939999937,,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,uncle,blue,1.0,0.0,1.0,0.0,b,0.654985437002324,,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,dad,pink,0.0,1.0,1.0,0.0,p,0.337224722999963,,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,grandpa,pink,0.0,1.0,1.0,0.0,b,0.5272014450019924,,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,son,blue,1.0,0.0,1.0,0.0,b,0.3671483360012644,,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,father,blue,1.0,0.0,1.0,0.0,b,0.3528234400000656,,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,maid,blue,0.0,1.0,1.0,0.0,b,0.436390497998218,,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,nephew,pink,0.0,1.0,1.0,0.0,p,0.3832253610016778,,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,wife,blue,0.0,1.0,1.0,0.0,b,0.6657983090044581,,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,sister,pink,1.0,0.0,1.0,0.0,p,0.7138942890014732,,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,female,pink,1.0,0.0,1.0,0.0,p,0.3884549070062348,,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,damsel,blue,0.0,1.0,1.0,0.0,b,0.4637986860034289,,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,daughter,pink,1.0,0.0,1.0,0.0,p,0.5011816690021078,,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,handsome,blue,1.0,0.0,1.0,0.0,b,0.5279173169983551,,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,gentleman,pink,0.0,1.0,1.0,0.0,p,0.4415305740039912,,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,guy,blue,1.0,0.0,1.0,0.0,b,0.4557254710016423,,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,male,pink,0.0,1.0,1.0,0.0,p,0.4238473719960893,,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,madam,pink,1.0,0.0,0.0,1.0,f,,1.028962144999241,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,girls,pink,1.0,0.0,0.0,1.0,f,,0.4672772390040336,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,man,blue,1.0,0.0,0.0,1.0,m,,0.854636901000049,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,father,blue,1.0,0.0,0.0,1.0,m,,1.6036887730006129,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,daughter,blue,0.0,1.0,0.0,1.0,f,,1.2323597590002464,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,guy,blue,1.0,0.0,0.0,1.0,m,,0.5494816690043081,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,man,pink,0.0,1.0,0.0,1.0,m,,0.7900946169975214,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,handsome,blue,1.0,0.0,0.0,1.0,m,,0.4853699739978765,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,damsel,pink,1.0,0.0,0.0,1.0,f,,0.9507843329993192,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,wife,blue,0.0,1.0,0.0,1.0,f,,0.66691595800512,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,mother,blue,0.0,1.0,0.0,1.0,f,,0.4834804380006972,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,sister,pink,1.0,0.0,0.0,1.0,f,,0.4334514820002368,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,lady,blue,0.0,1.0,0.0,1.0,f,,0.4309167460014578,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,gentleman,pink,0.0,1.0,0.0,1.0,m,,0.4435517299934872,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,nephew,pink,0.0,1.0,0.0,1.0,m,,0.528283259998716,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,uncle,blue,1.0,0.0,0.0,1.0,m,,0.4100869979956769,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,dad,pink,0.0,1.0,0.0,1.0,m,,0.627082530001644,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,aunt,pink,1.0,0.0,0.0,1.0,f,,0.4485579879983561,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,female,blue,0.0,1.0,0.0,1.0,f,,0.6639090820026468,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
74071,boys,pink,0.0,1.0,0.0,1.0,m,,0.4068457419998594,74071.0,Female,21,Black,Yes,Yes,Yes,Man,Yes,No
873196,female,pink,1.0,0.0,1.0,0.0,p,0.691879138998047,,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,gentleman,pink,0.0,1.0,1.0,0.0,p,0.4859719180021784,,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,uncle,blue,1.0,0.0,1.0,0.0,b,0.5787267050036462,,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,guy,blue,1.0,0.0,1.0,0.0,b,0.4720480129981297,,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,male,pink,0.0,1.0,1.0,0.0,p,0.5352631760033546,,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,daughter,pink,1.0,0.0,1.0,0.0,p,0.4586826739978278,,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,wife,blue,0.0,1.0,1.0,0.0,b,0.5146345419998397,,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,lady,pink,1.0,0.0,1.0,0.0,p,0.4531174879957689,,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,dad,pink,0.0,1.0,1.0,0.0,p,0.4482450869982131,,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,grandpa,pink,0.0,1.0,1.0,0.0,b,0.5524550089976401,,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,son,blue,1.0,0.0,1.0,0.0,b,0.3665929459966719,,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,sister,pink,1.0,0.0,1.0,0.0,p,0.5449776390014449,,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,girl,pink,1.0,0.0,1.0,0.0,p,0.7935395860040444,,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,handsome,blue,1.0,0.0,1.0,0.0,b,0.5561871210011304,,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,aunt,blue,0.0,1.0,1.0,0.0,b,0.5049217949999729,,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,father,blue,1.0,0.0,1.0,0.0,b,0.3712856049969559,,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,grandma,blue,0.0,1.0,1.0,0.0,b,0.3366042800043942,,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,damsel,blue,0.0,1.0,1.0,0.0,b,0.370460104997619,,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,maid,blue,0.0,1.0,1.0,0.0,b,0.333820289997675,,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,nephew,pink,0.0,1.0,1.0,0.0,p,0.4145589489999111,,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,girls,pink,1.0,0.0,0.0,1.0,f,,1.4294157039985294,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,daughter,blue,0.0,1.0,0.0,1.0,f,,2.906300400994951,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,nephew,pink,0.0,1.0,0.0,1.0,m,,3.029656704995432,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,uncle,blue,1.0,0.0,0.0,1.0,m,,2.0527225170008023,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,man,pink,0.0,1.0,0.0,1.0,m,,0.6726247440019506,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,handsome,blue,1.0,0.0,0.0,1.0,m,,0.5917420990008395,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,gentleman,pink,0.0,1.0,0.0,1.0,m,,0.6062726039963309,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,wife,blue,0.0,1.0,0.0,1.0,f,,0.8477578489982989,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,aunt,pink,1.0,0.0,0.0,1.0,f,,0.7761418099980801,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,dad,pink,0.0,1.0,0.0,1.0,m,,1.006847894001112,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,mother,blue,0.0,1.0,0.0,1.0,f,,0.7463444530003471,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,damsel,pink,1.0,0.0,0.0,1.0,f,,1.4972961120001855,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,father,blue,1.0,0.0,0.0,1.0,m,,0.9302083810034674,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,guy,blue,1.0,0.0,0.0,1.0,m,,0.9838933690043632,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,sister,pink,1.0,0.0,0.0,1.0,f,,0.6270459079969442,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,boys,pink,0.0,1.0,0.0,1.0,m,,1.4490745279981638,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,lady,blue,0.0,1.0,0.0,1.0,f,,1.330106221997994,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,female,blue,0.0,1.0,0.0,1.0,f,,0.7621316849981667,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,madam,pink,1.0,0.0,0.0,1.0,f,,0.581665454999893,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
873196,man,blue,1.0,0.0,0.0,1.0,m,,1.1838277599963476,873196.0,Female,21,White,Yes,Yes,Yes,Man,Yes,Yes
778222,dad,pink,0.0,1.0,1.0,0.0,p,0.548957145998429,,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,nephew,pink,0.0,1.0,1.0,0.0,p,0.4751271239947527,,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,grandma,blue,0.0,1.0,1.0,0.0,b,0.5336463030034793,,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,sister,pink,1.0,0.0,1.0,0.0,p,0.447265607996087,,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,gentleman,pink,0.0,1.0,1.0,0.0,p,0.4582352689976687,,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,son,blue,1.0,0.0,1.0,0.0,b,0.5087599580001552,,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,female,pink,1.0,0.0,1.0,0.0,p,0.5102570230010315,,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,handsome,blue,1.0,0.0,1.0,0.0,b,0.4811296670013689,,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,father,blue,1.0,0.0,1.0,0.0,b,0.4219960940026794,,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,grandpa,pink,0.0,1.0,1.0,0.0,b,0.6047802729954128,,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,guy,blue,1.0,0.0,1.0,0.0,b,0.7016390239950852,,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,damsel,blue,0.0,1.0,1.0,0.0,b,0.7510228949977318,,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,lady,pink,1.0,0.0,1.0,0.0,p,0.518477878998965,,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,wife,blue,0.0,1.0,1.0,0.0,b,0.5807544970011804,,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,daughter,pink,1.0,0.0,1.0,0.0,p,0.5322872179967817,,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,aunt,blue,0.0,1.0,1.0,0.0,b,0.5712390199987567,,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,male,pink,0.0,1.0,1.0,0.0,p,0.4669280749949394,,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,girl,pink,1.0,0.0,1.0,0.0,p,0.5217235219970462,,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,maid,blue,0.0,1.0,1.0,0.0,b,0.5579630419961177,,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,uncle,blue,1.0,0.0,1.0,0.0,b,0.5760965020017466,,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,aunt,pink,1.0,0.0,0.0,1.0,f,,1.1145100319990888,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,handsome,blue,1.0,0.0,0.0,1.0,m,,52.69475323199731,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,gentleman,pink,0.0,1.0,0.0,1.0,m,,0.1397889180007041,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,wife,blue,0.0,1.0,0.0,1.0,f,,4.364710459994967,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,female,blue,0.0,1.0,0.0,1.0,f,,1.5401006729953224,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,girls,pink,1.0,0.0,0.0,1.0,f,,0.6843263959963224,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,uncle,blue,1.0,0.0,0.0,1.0,m,,0.6605809329994372,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,nephew,pink,0.0,1.0,0.0,1.0,m,,0.6293409210047685,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,father,blue,1.0,0.0,0.0,1.0,m,,0.5834808649960905,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,sister,pink,1.0,0.0,0.0,1.0,f,,0.7376251140012755,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,man,pink,0.0,1.0,0.0,1.0,m,,0.579863925006066,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,boys,pink,0.0,1.0,0.0,1.0,m,,0.6349974059994565,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,damsel,pink,1.0,0.0,0.0,1.0,f,,0.8028306449996307,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,daughter,blue,0.0,1.0,0.0,1.0,f,,0.7954958959962823,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,dad,pink,0.0,1.0,0.0,1.0,m,,0.5537021639975137,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,guy,blue,1.0,0.0,0.0,1.0,m,,0.6475375900045037,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,lady,blue,0.0,1.0,0.0,1.0,f,,0.7382644870012882,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,man,blue,1.0,0.0,0.0,1.0,m,,0.5637283200048842,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,madam,pink,1.0,0.0,0.0,1.0,f,,2.02154624099785,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
778222,mother,blue,0.0,1.0,0.0,1.0,f,,0.5346005829997011,778222.0,Female,22,Hispanic or Latino,Yes,Yes,Yes,Woman,Yes,Yes
